id,pricing_category
T0005805488,2.0
T0005845599,3.0
T0005706809,3.0
T0005742160,3.0
T0005816714,2.0
T0005868883,1.0
T0005818534,3.0
T0005832782,3.0
T0005785323,3.0
T0005906928,1.0
T0005801782,2.0
T0005803919,3.0
T0005713224,1.0
T0005907965,2.0
T0005749412,3.0
T0005816479,2.0
T0005840276,1.0
T0005853733,1.0
T0005718793,2.0
T0005726534,2.0
T0005741234,3.0
T0005706334,1.0
T0005706547,2.0
T0005766354,1.0
T0005881908,2.0
T0005859382,2.0
T0005903912,2.0
T0005818696,2.0
T0005721710,3.0
T0005729565,3.0
T0005756240,2.0
T0005863804,2.0
T0005711758,2.0
T0005891175,2.0
T0005694584,1.0
T0005906023,2.0
T0005729682,2.0
T0005814122,2.0
T0005740298,2.0
T0005875631,1.0
T0005877478,2.0
T0005780441,1.0
T0005719337,2.0
T0005793139,2.0
T0005728372,3.0
T0005704709,2.0
T0005754153,2.0
T0005778555,2.0
T0005840436,2.0
T0005710961,1.0
T0005799277,3.0
T0005829966,2.0
T0005876884,2.0
T0005787826,3.0
T0005799187,3.0
T0005713880,2.0
T0005803941,2.0
T0005718551,2.0
T0005754335,3.0
T0005866723,2.0
T0005753064,1.0
T0005754956,3.0
T0005811378,3.0
T0005784881,2.0
T0005778236,1.0
T0005778532,1.0
T0005867731,3.0
T0005721870,3.0
T0005904818,2.0
T0005773701,3.0
T0005708161,2.0
T0005835206,3.0
T0005817454,3.0
T0005718721,2.0
T0005859303,2.0
T0005765729,1.0
T0005818169,1.0
T0005847592,2.0
T0005878157,3.0
T0005823196,3.0
T0005850436,3.0
T0005832815,3.0
T0005764030,3.0
T0005848691,3.0
T0005849934,2.0
T0005782222,2.0
T0005795930,2.0
T0005748704,3.0
T0005814488,1.0
T0005821691,3.0
T0005860878,2.0
T0005750182,2.0
T0005725969,1.0
T0005710409,2.0
T0005904559,2.0
T0005883922,3.0
T0005707573,2.0
T0005767908,3.0
T0005813419,3.0
T0005861827,2.0
T0005761160,3.0
T0005861219,1.0
T0005837242,2.0
T0005887806,1.0
T0005689503,2.0
T0005740673,2.0
T0005856972,2.0
T0005837504,2.0
T0005772603,2.0
T0005810038,2.0
T0005840265,3.0
T0005842868,3.0
T0005834693,3.0
T0005904000,2.0
T0005900060,2.0
T0005772229,3.0
T0005728016,2.0
T0005699025,1.0
T0005906746,1.0
T0005709224,1.0
T0005764496,2.0
T0005797212,2.0
T0005856865,2.0
T0005904917,2.0
T0005707620,2.0
T0005868035,3.0
T0005782799,2.0
T0005891212,3.0
T0005874040,3.0
T0005778812,2.0
T0005722922,1.0
T0005896803,2.0
T0005805617,2.0
T0005894613,1.0
T0005886794,2.0
T0005796356,2.0
T0005780805,1.0
T0005884871,1.0
T0005847543,2.0
T0005780886,1.0
T0005890070,2.0
T0005786930,3.0
T0005825463,2.0
T0005832236,2.0
T0005801980,1.0
T0005732310,2.0
T0005810006,3.0
T0005765305,3.0
T0005829279,3.0
T0005714425,2.0
T0005806929,1.0
T0005758867,3.0
T0005784448,2.0
T0005780252,3.0
T0005841982,3.0
T0005826729,2.0
T0005801265,2.0
T0005713035,2.0
T0005863579,3.0
T0005794904,1.0
T0005719611,3.0
T0005858344,2.0
T0005694032,3.0
T0005699306,2.0
T0005853258,2.0
T0005833224,2.0
T0005733129,1.0
T0005704377,2.0
T0005721732,3.0
T0005735224,2.0
T0005893005,3.0
T0005826700,2.0
T0005794068,3.0
T0005697277,2.0
T0005891397,3.0
T0005783584,2.0
T0005870623,3.0
T0005833264,3.0
T0005773803,3.0
T0005897933,1.0
T0005904330,3.0
T0005715418,1.0
T0005709524,2.0
T0005828043,3.0
T0005807413,2.0
T0005729372,2.0
T0005767199,2.0
T0005775884,3.0
T0005901709,2.0
T0005837630,3.0
T0005777248,3.0
T0005711853,3.0
T0005757409,3.0
T0005762865,2.0
T0005705082,2.0
T0005745066,1.0
T0005703615,3.0
T0005753414,3.0
T0005878006,1.0
T0005752784,1.0
T0005872727,2.0
T0005737776,2.0
T0005701840,3.0
T0005829639,2.0
T0005840784,2.0
T0005753220,3.0
T0005767397,2.0
T0005907880,2.0
T0005720605,3.0
T0005827813,2.0
T0005887469,2.0
T0005756676,2.0
T0005826194,2.0
T0005736509,2.0
T0005888334,2.0
T0005792857,2.0
T0005729699,2.0
T0005790131,2.0
T0005696882,2.0
T0005732537,2.0
T0005822716,2.0
T0005765040,1.0
T0005781271,2.0
T0005760253,2.0
T0005903537,2.0
T0005892935,2.0
T0005859366,3.0
T0005830720,2.0
T0005735483,3.0
T0005861428,2.0
T0005802805,3.0
T0005792228,2.0
T0005880804,3.0
T0005712984,2.0
T0005881108,2.0
T0005735429,3.0
T0005831709,2.0
T0005748459,2.0
T0005766109,2.0
T0005773481,1.0
T0005905554,2.0
T0005701847,2.0
T0005778909,3.0
T0005852101,2.0
T0005772967,2.0
T0005808002,2.0
T0005799343,2.0
T0005821867,2.0
T0005874925,2.0
T0005874347,3.0
T0005745806,2.0
T0005797436,2.0
T0005841929,2.0
T0005784804,1.0
T0005738994,1.0
T0005712695,2.0
T0005856997,2.0
T0005872048,3.0
T0005856070,3.0
T0005722731,3.0
T0005897011,2.0
T0005791072,3.0
T0005854435,1.0
T0005781265,2.0
T0005733611,2.0
T0005792845,3.0
T0005744207,2.0
T0005744661,2.0
T0005884750,1.0
T0005729057,2.0
T0005803775,3.0
T0005822450,3.0
T0005707999,3.0
T0005901774,3.0
T0005796087,2.0
T0005794836,2.0
T0005802589,2.0
T0005883296,3.0
T0005745994,3.0
T0005882694,3.0
T0005805907,2.0
T0005691375,3.0
T0005755938,2.0
T0005801484,2.0
T0005811095,2.0
T0005855246,2.0
T0005870507,1.0
T0005856208,3.0
T0005781882,2.0
T0005717199,2.0
T0005902890,2.0
T0005736225,1.0
T0005724707,3.0
T0005801396,2.0
T0005882862,2.0
T0005901648,2.0
T0005901182,2.0
T0005886940,3.0
T0005747980,3.0
T0005733597,1.0
T0005693076,2.0
T0005773482,3.0
T0005758759,1.0
T0005875477,2.0
T0005792967,3.0
T0005731315,3.0
T0005822238,2.0
T0005703052,3.0
T0005741657,2.0
T0005691813,1.0
T0005809054,2.0
T0005806646,3.0
T0005821516,1.0
T0005874083,2.0
T0005714538,3.0
T0005800816,3.0
T0005799785,2.0
T0005829327,2.0
T0005742001,3.0
T0005690336,2.0
T0005704606,2.0
T0005702694,3.0
T0005850472,2.0
T0005780279,3.0
T0005752579,1.0
T0005736292,1.0
T0005717520,2.0
T0005738664,3.0
T0005712866,2.0
T0005851626,3.0
T0005832502,2.0
T0005700597,2.0
T0005831666,3.0
T0005902035,2.0
T0005901004,3.0
T0005893119,1.0
T0005843917,1.0
T0005700718,2.0
T0005770663,2.0
T0005879890,3.0
T0005857870,2.0
T0005715259,3.0
T0005866969,2.0
T0005759599,2.0
T0005745163,2.0
T0005795104,2.0
T0005716993,2.0
T0005838567,2.0
T0005807796,2.0
T0005887356,3.0
T0005780107,2.0
T0005717544,3.0
T0005797446,2.0
T0005784549,2.0
T0005857713,2.0
T0005836401,2.0
T0005843591,3.0
T0005813982,2.0
T0005857772,2.0
T0005863010,2.0
T0005892569,2.0
T0005746972,1.0
T0005807242,2.0
T0005764185,3.0
T0005710966,2.0
T0005697413,3.0
T0005735408,2.0
T0005820773,1.0
T0005698645,2.0
T0005800714,2.0
T0005884531,2.0
T0005738648,1.0
T0005860675,3.0
T0005899859,1.0
T0005775299,3.0
T0005774141,3.0
T0005695965,2.0
T0005870501,1.0
T0005756423,2.0
T0005736545,2.0
T0005898267,2.0
T0005700362,1.0
T0005774319,3.0
T0005705148,1.0
T0005907146,3.0
T0005738463,3.0
T0005720940,1.0
T0005724001,2.0
T0005730729,3.0
T0005714487,3.0
T0005739344,3.0
T0005762028,2.0
T0005783169,2.0
T0005892460,3.0
T0005719341,2.0
T0005888025,2.0
T0005798476,2.0
T0005713466,3.0
T0005759687,3.0
T0005754428,3.0
T0005747740,2.0
T0005814532,3.0
T0005737555,3.0
T0005766898,3.0
T0005832703,3.0
T0005880124,3.0
T0005890222,2.0
T0005900647,3.0
T0005823283,3.0
T0005713585,2.0
T0005796104,1.0
T0005717085,2.0
T0005729450,2.0
T0005747105,3.0
T0005742781,1.0
T0005856731,2.0
T0005902874,2.0
T0005698809,1.0
T0005756397,2.0
T0005758931,2.0
T0005813802,1.0
T0005848513,1.0
T0005877027,2.0
T0005775960,2.0
T0005870985,2.0
T0005856368,2.0
T0005786605,2.0
T0005703647,3.0
T0005769520,3.0
T0005756999,2.0
T0005755465,3.0
T0005850374,3.0
T0005712509,3.0
T0005836615,3.0
T0005864382,3.0
T0005853148,2.0
T0005811756,2.0
T0005864002,3.0
T0005774933,1.0
T0005896107,3.0
T0005754981,2.0
T0005748707,2.0
T0005784272,1.0
T0005884818,2.0
T0005775421,3.0
T0005859145,2.0
T0005734101,2.0
T0005787886,2.0
T0005842798,2.0
T0005840452,2.0
T0005901916,2.0
T0005729345,2.0
T0005867032,2.0
T0005757428,1.0
T0005773777,2.0
T0005887186,2.0
T0005794186,2.0
T0005761014,1.0
T0005771321,3.0
T0005744851,2.0
T0005779239,3.0
T0005756165,2.0
T0005853851,2.0
T0005743115,2.0
T0005805628,2.0
T0005857850,3.0
T0005875106,2.0
T0005840500,3.0
T0005785256,2.0
T0005692730,1.0
T0005827888,2.0
T0005786292,2.0
T0005872442,2.0
T0005838685,2.0
T0005887522,1.0
T0005845689,1.0
T0005781561,3.0
T0005703739,3.0
T0005843682,2.0
T0005827163,3.0
T0005739712,3.0
T0005832833,3.0
T0005854266,3.0
T0005767316,2.0
T0005783240,3.0
T0005717076,2.0
T0005900183,3.0
T0005779712,2.0
T0005752655,1.0
T0005708941,2.0
T0005728528,1.0
T0005742453,2.0
T0005754225,3.0
T0005768097,3.0
T0005697032,2.0
T0005908186,2.0
T0005713415,2.0
T0005781759,3.0
T0005841177,2.0
T0005758536,2.0
T0005797298,2.0
T0005759638,2.0
T0005852173,3.0
T0005777364,2.0
T0005794585,1.0
T0005842722,2.0
T0005775834,2.0
T0005810148,3.0
T0005775656,2.0
T0005720888,3.0
T0005770010,3.0
T0005889463,2.0
T0005805770,2.0
T0005690239,1.0
T0005696135,3.0
T0005742616,2.0
T0005882612,2.0
T0005872932,2.0
T0005702239,2.0
T0005690953,1.0
T0005751785,2.0
T0005729508,2.0
T0005819622,1.0
T0005882654,3.0
T0005881317,2.0
T0005854992,3.0
T0005871932,1.0
T0005696529,1.0
T0005908495,3.0
T0005807762,2.0
T0005901749,2.0
T0005834760,3.0
T0005695843,1.0
T0005703797,1.0
T0005751169,2.0
T0005832059,3.0
T0005889354,2.0
T0005770790,2.0
T0005820075,2.0
T0005850639,2.0
T0005738766,2.0
T0005711010,3.0
T0005740446,3.0
T0005872157,2.0
T0005768718,2.0
T0005870166,2.0
T0005852829,2.0
T0005746066,2.0
T0005840256,1.0
T0005765211,3.0
T0005808042,3.0
T0005802810,2.0
T0005790236,1.0
T0005870812,2.0
T0005742292,2.0
T0005819647,1.0
T0005743589,2.0
T0005744888,2.0
T0005805284,1.0
T0005875155,2.0
T0005818937,3.0
T0005867836,3.0
T0005755243,2.0
T0005895562,2.0
T0005803414,3.0
T0005863613,3.0
T0005774010,3.0
T0005725058,2.0
T0005753282,2.0
T0005827885,2.0
T0005895323,2.0
T0005729587,2.0
T0005903538,2.0
T0005745803,2.0
T0005727021,2.0
T0005878733,3.0
T0005720333,3.0
T0005810126,1.0
T0005745795,2.0
T0005766639,3.0
T0005743424,2.0
T0005771309,1.0
T0005716429,3.0
T0005736215,2.0
T0005782278,2.0
T0005724468,2.0
T0005728788,2.0
T0005712894,1.0
T0005726665,3.0
T0005811867,2.0
T0005799824,2.0
T0005833820,2.0
T0005692832,3.0
T0005820619,2.0
T0005850587,2.0
T0005834886,1.0
T0005887616,2.0
T0005865670,3.0
T0005826014,3.0
T0005786175,3.0
T0005738645,3.0
T0005796988,2.0
T0005769109,3.0
T0005777063,3.0
T0005721980,3.0
T0005821357,2.0
T0005787985,3.0
T0005705827,2.0
T0005695461,2.0
T0005756840,3.0
T0005889616,2.0
T0005714676,1.0
T0005900882,2.0
T0005872542,1.0
T0005807052,2.0
T0005707101,2.0
T0005756739,2.0
T0005701293,2.0
T0005796865,3.0
T0005858665,3.0
T0005888420,1.0
T0005767909,3.0
T0005753806,3.0
T0005888758,2.0
T0005727364,1.0
T0005770949,2.0
T0005710130,2.0
T0005823702,3.0
T0005889020,2.0
T0005740669,2.0
T0005712703,1.0
T0005870565,1.0
T0005759801,3.0
T0005750761,2.0
T0005810489,3.0
T0005799672,3.0
T0005851531,2.0
T0005769277,1.0
T0005746270,2.0
T0005709147,1.0
T0005857308,3.0
T0005803522,1.0
T0005858866,2.0
T0005741646,3.0
T0005819634,1.0
T0005808713,3.0
T0005733397,2.0
T0005733941,3.0
T0005892311,3.0
T0005739547,3.0
T0005826445,1.0
T0005795032,3.0
T0005829313,2.0
T0005882303,1.0
T0005778224,3.0
T0005862113,2.0
T0005740001,3.0
T0005856608,2.0
T0005892772,1.0
T0005854642,3.0
T0005887829,1.0
T0005798261,3.0
T0005840960,3.0
T0005819469,3.0
T0005786808,2.0
T0005830171,2.0
T0005877576,1.0
T0005795918,1.0
T0005715961,2.0
T0005763394,3.0
T0005756364,2.0
T0005841586,3.0
T0005845919,2.0
T0005791500,2.0
T0005905701,2.0
T0005746322,3.0
T0005704363,3.0
T0005759005,2.0
T0005756728,2.0
T0005876985,1.0
T0005845293,2.0
T0005702376,2.0
T0005755485,2.0
T0005766462,3.0
T0005744769,1.0
T0005863124,1.0
T0005818928,1.0
T0005899974,2.0
T0005890959,2.0
T0005699837,1.0
T0005817016,3.0
T0005901357,3.0
T0005894787,2.0
T0005729542,2.0
T0005748377,1.0
T0005845592,3.0
T0005747307,1.0
T0005882667,3.0
T0005813793,2.0
T0005886614,2.0
T0005740215,2.0
T0005891749,2.0
T0005745691,2.0
T0005814745,1.0
T0005796728,3.0
T0005793099,3.0
T0005863049,3.0
T0005754539,2.0
T0005707225,3.0
T0005842554,2.0
T0005870142,3.0
T0005730059,2.0
T0005786637,2.0
T0005739729,3.0
T0005780565,2.0
T0005719542,2.0
T0005907062,3.0
T0005778615,2.0
T0005801727,2.0
T0005750258,2.0
T0005725013,3.0
T0005780533,2.0
T0005748330,3.0
T0005732610,3.0
T0005887791,1.0
T0005816154,3.0
T0005884239,2.0
T0005780705,2.0
T0005896707,2.0
T0005746053,2.0
T0005811619,1.0
T0005835002,2.0
T0005825921,1.0
T0005877470,3.0
T0005759822,2.0
T0005706242,3.0
T0005708789,2.0
T0005764182,2.0
T0005787099,3.0
T0005817790,2.0
T0005737048,3.0
T0005778688,3.0
T0005706492,2.0
T0005854422,3.0
T0005805535,2.0
T0005832523,2.0
T0005706418,3.0
T0005737980,2.0
T0005742575,3.0
T0005691864,2.0
T0005814737,3.0
T0005890323,2.0
T0005777192,2.0
T0005862953,2.0
T0005886518,2.0
T0005873359,1.0
T0005810768,3.0
T0005827917,2.0
T0005732355,3.0
T0005815603,2.0
T0005807909,3.0
T0005808588,3.0
T0005721684,2.0
T0005730244,3.0
T0005809698,3.0
T0005729649,3.0
T0005863930,3.0
T0005712612,1.0
T0005869307,2.0
T0005823417,3.0
T0005711072,2.0
T0005767744,3.0
T0005784592,3.0
T0005828482,3.0
T0005769205,2.0
T0005805464,2.0
T0005774430,1.0
T0005861389,2.0
T0005771281,2.0
T0005830157,2.0
T0005809151,2.0
T0005740739,3.0
T0005692978,1.0
T0005821733,3.0
T0005854352,2.0
T0005823153,2.0
T0005835140,3.0
T0005905690,3.0
T0005702153,2.0
T0005889101,2.0
T0005853276,3.0
T0005850781,2.0
T0005838252,3.0
T0005814306,1.0
T0005832388,2.0
T0005871374,1.0
T0005836805,2.0
T0005788785,2.0
T0005737190,3.0
T0005895984,3.0
T0005817609,2.0
T0005792552,3.0
T0005863805,2.0
T0005820488,2.0
T0005850881,2.0
T0005849295,1.0
T0005699400,1.0
T0005800498,3.0
T0005866327,2.0
T0005797419,2.0
T0005728404,2.0
T0005779722,3.0
T0005761433,1.0
T0005832646,2.0
T0005869196,3.0
T0005827810,3.0
T0005867690,2.0
T0005805190,2.0
T0005864983,2.0
T0005848889,1.0
T0005834387,1.0
T0005706570,2.0
T0005689605,2.0
T0005723239,3.0
T0005860752,1.0
T0005813219,3.0
T0005800255,3.0
T0005779258,3.0
T0005782684,2.0
T0005752488,3.0
T0005725880,2.0
T0005899894,3.0
T0005779020,3.0
T0005753519,1.0
T0005834075,1.0
T0005691337,2.0
T0005789980,2.0
T0005895068,1.0
T0005846561,3.0
T0005763445,2.0
T0005785653,2.0
T0005690128,3.0
T0005888780,1.0
T0005706159,3.0
T0005823551,2.0
T0005832516,1.0
T0005790135,1.0
T0005885118,2.0
T0005699752,3.0
T0005690541,2.0
T0005832721,3.0
T0005758375,2.0
T0005813230,2.0
T0005850180,2.0
T0005810911,2.0
T0005819275,3.0
T0005905848,2.0
T0005786549,2.0
T0005859105,2.0
T0005806175,1.0
T0005773889,2.0
T0005799602,3.0
T0005873494,2.0
T0005792897,2.0
T0005867857,2.0
T0005798406,3.0
T0005727259,2.0
T0005727139,2.0
T0005820734,3.0
T0005806652,2.0
T0005734847,2.0
T0005834219,1.0
T0005719868,2.0
T0005717953,2.0
T0005819989,2.0
T0005848542,2.0
T0005896628,1.0
T0005854973,2.0
T0005894005,1.0
T0005740423,2.0
T0005785800,3.0
T0005732605,2.0
T0005706469,3.0
T0005737102,3.0
T0005852131,2.0
T0005854262,3.0
T0005794422,2.0
T0005878782,3.0
T0005827710,1.0
T0005819538,2.0
T0005767845,1.0
T0005903032,3.0
T0005763186,3.0
T0005837654,2.0
T0005778840,2.0
T0005752014,2.0
T0005706502,3.0
T0005818995,2.0
T0005745120,3.0
T0005730183,2.0
T0005842629,3.0
T0005861600,2.0
T0005703249,2.0
T0005878999,3.0
T0005706294,2.0
T0005746283,2.0
T0005739730,3.0
T0005770295,2.0
T0005724630,1.0
T0005862626,2.0
T0005834236,3.0
T0005707919,1.0
T0005767110,3.0
T0005790394,2.0
T0005793239,2.0
T0005836706,3.0
T0005819860,2.0
T0005854282,2.0
T0005884721,2.0
T0005806202,3.0
T0005778569,2.0
T0005839751,3.0
T0005818559,3.0
T0005764603,3.0
T0005710333,1.0
T0005876003,2.0
T0005729173,1.0
T0005903584,2.0
T0005721241,2.0
T0005787441,2.0
T0005792518,2.0
T0005713805,2.0
T0005774192,3.0
T0005781423,2.0
T0005731394,1.0
T0005840417,1.0
T0005774099,2.0
T0005743435,1.0
T0005734413,3.0
T0005762677,1.0
T0005716634,2.0
T0005713110,2.0
T0005738127,2.0
T0005845103,2.0
T0005871793,3.0
T0005826576,2.0
T0005701274,3.0
T0005856991,2.0
T0005814064,1.0
T0005897571,1.0
T0005792462,2.0
T0005694098,2.0
T0005892608,3.0
T0005848997,2.0
T0005774226,2.0
T0005726836,3.0
T0005736335,1.0
T0005843380,1.0
T0005726458,2.0
T0005905733,2.0
T0005845420,3.0
T0005778014,1.0
T0005836472,1.0
T0005862490,3.0
T0005733269,2.0
T0005889080,1.0
T0005790762,1.0
T0005875116,3.0
T0005739213,2.0
T0005763434,3.0
T0005876224,2.0
T0005765364,1.0
T0005743526,1.0
T0005810830,2.0
T0005691731,2.0
T0005697049,2.0
T0005815288,1.0
T0005723952,2.0
T0005802778,3.0
T0005737568,2.0
T0005745763,3.0
T0005719579,2.0
T0005738594,2.0
T0005899314,2.0
T0005735098,3.0
T0005840589,2.0
T0005715950,2.0
T0005891353,2.0
T0005730140,2.0
T0005698580,2.0
T0005894379,2.0
T0005697257,2.0
T0005749040,3.0
T0005806415,2.0
T0005689797,2.0
T0005826507,3.0
T0005855622,3.0
T0005829716,2.0
T0005700100,3.0
T0005865520,1.0
T0005694581,2.0
T0005720085,3.0
T0005709918,2.0
T0005758441,1.0
T0005862226,1.0
T0005864331,2.0
T0005789100,3.0
T0005788116,2.0
T0005768118,2.0
T0005851021,2.0
T0005860267,2.0
T0005902139,1.0
T0005863306,2.0
T0005767053,3.0
T0005890861,3.0
T0005884170,3.0
T0005885692,3.0
T0005863407,3.0
T0005827690,1.0
T0005774221,3.0
T0005829325,1.0
T0005689477,3.0
T0005826186,1.0
T0005736623,3.0
T0005827439,3.0
T0005757778,1.0
T0005835067,2.0
T0005888516,1.0
T0005907701,3.0
T0005780153,3.0
T0005885950,3.0
T0005908279,3.0
T0005707072,3.0
T0005902474,2.0
T0005774224,2.0
T0005895153,2.0
T0005695718,1.0
T0005812453,3.0
T0005762312,3.0
T0005757922,3.0
T0005777807,1.0
T0005863145,2.0
T0005844327,3.0
T0005800506,2.0
T0005779256,2.0
T0005833511,2.0
T0005863958,3.0
T0005820233,2.0
T0005874260,2.0
T0005785431,3.0
T0005814966,2.0
T0005717667,1.0
T0005709707,3.0
T0005823452,2.0
T0005876660,2.0
T0005829076,1.0
T0005856009,3.0
T0005879780,3.0
T0005863310,2.0
T0005872507,2.0
T0005756114,3.0
T0005877598,3.0
T0005755228,1.0
T0005894157,2.0
T0005754796,2.0
T0005849352,1.0
T0005813904,2.0
T0005822476,3.0
T0005846065,3.0
T0005865545,1.0
T0005830698,2.0
T0005845318,3.0
T0005734265,3.0
T0005693205,2.0
T0005737385,2.0
T0005711469,2.0
T0005723154,3.0
T0005799953,3.0
T0005861643,2.0
T0005732145,2.0
T0005803832,1.0
T0005865169,3.0
T0005844420,1.0
T0005879941,2.0
T0005881651,1.0
T0005839967,2.0
T0005820147,1.0
T0005829708,3.0
T0005861456,3.0
T0005852880,3.0
T0005708805,3.0
T0005743765,1.0
T0005843664,2.0
T0005882233,2.0
T0005847616,1.0
T0005826433,3.0
T0005878163,2.0
T0005881402,3.0
T0005829360,3.0
T0005730830,2.0
T0005720008,3.0
T0005801242,2.0
T0005753736,3.0
T0005902381,2.0
T0005810855,2.0
T0005752170,2.0
T0005857406,2.0
T0005907597,1.0
T0005849065,1.0
T0005784381,3.0
T0005866227,1.0
T0005818001,2.0
T0005812566,2.0
T0005785893,3.0
T0005815979,3.0
T0005741147,1.0
T0005752937,2.0
T0005711362,3.0
T0005708665,1.0
T0005854450,2.0
T0005849160,3.0
T0005811351,2.0
T0005704045,2.0
T0005897707,3.0
T0005750082,2.0
T0005764722,2.0
T0005890004,2.0
T0005902167,2.0
T0005753599,3.0
T0005837067,3.0
T0005897779,2.0
T0005821619,3.0
T0005711935,2.0
T0005866910,2.0
T0005773801,1.0
T0005721852,2.0
T0005842510,2.0
T0005818212,3.0
T0005903458,2.0
T0005810687,2.0
T0005908100,1.0
T0005806041,2.0
T0005891840,3.0
T0005693572,2.0
T0005836824,2.0
T0005758277,2.0
T0005781431,3.0
T0005732234,2.0
T0005834768,2.0
T0005709787,2.0
T0005760322,1.0
T0005857071,2.0
T0005825145,3.0
T0005894546,3.0
T0005812814,3.0
T0005883054,2.0
T0005812112,2.0
T0005714076,3.0
T0005874468,2.0
T0005887665,3.0
T0005866777,3.0
T0005816570,2.0
T0005743802,2.0
T0005800658,2.0
T0005857164,3.0
T0005774916,2.0
T0005886328,1.0
T0005846277,2.0
T0005873349,2.0
T0005804130,2.0
T0005698349,1.0
T0005755971,2.0
T0005805179,3.0
T0005886080,2.0
T0005791899,2.0
T0005694347,3.0
T0005800873,3.0
T0005714655,1.0
T0005889828,2.0
T0005877518,2.0
T0005725333,3.0
T0005858672,2.0
T0005758468,2.0
T0005811170,2.0
T0005831909,1.0
T0005858081,1.0
T0005829778,1.0
T0005807995,3.0
T0005828034,2.0
T0005758786,3.0
T0005816295,3.0
T0005905541,2.0
T0005858864,1.0
T0005693109,2.0
T0005755559,2.0
T0005771888,2.0
T0005719192,3.0
T0005768575,3.0
T0005707680,3.0
T0005890430,2.0
T0005869868,2.0
T0005880578,2.0
T0005814435,1.0
T0005740649,3.0
T0005782125,3.0
T0005753729,2.0
T0005839654,2.0
T0005746348,3.0
T0005879516,3.0
T0005817218,1.0
T0005870937,2.0
T0005847021,3.0
T0005744265,2.0
T0005748105,3.0
T0005776190,2.0
T0005750569,2.0
T0005857804,2.0
T0005866535,2.0
T0005830549,2.0
T0005823900,2.0
T0005852404,2.0
T0005732082,2.0
T0005864418,2.0
T0005828761,2.0
T0005756103,3.0
T0005787208,2.0
T0005829666,3.0
T0005723867,3.0
T0005837193,2.0
T0005722414,2.0
T0005855687,3.0
T0005878963,3.0
T0005765550,2.0
T0005881484,2.0
T0005826077,2.0
T0005860216,3.0
T0005718949,2.0
T0005691836,3.0
T0005791819,2.0
T0005883126,2.0
T0005704182,2.0
T0005716538,2.0
T0005805746,1.0
T0005905238,3.0
T0005873125,2.0
T0005806969,2.0
T0005792242,3.0
T0005817442,2.0
T0005891386,3.0
T0005719119,1.0
T0005732885,2.0
T0005753112,3.0
T0005852097,1.0
T0005856016,2.0
T0005788245,2.0
T0005832375,1.0
T0005840044,2.0
T0005891354,3.0
T0005893340,1.0
T0005868135,2.0
T0005851355,2.0
T0005798679,2.0
T0005696252,3.0
T0005832941,2.0
T0005893449,1.0
T0005897769,2.0
T0005791425,1.0
T0005890722,2.0
T0005738845,2.0
T0005829547,3.0
T0005902266,2.0
T0005811651,2.0
T0005708602,3.0
T0005770985,1.0
T0005703793,2.0
T0005891486,2.0
T0005868304,2.0
T0005821812,3.0
T0005875492,2.0
T0005899623,2.0
T0005769110,2.0
T0005707088,1.0
T0005776644,1.0
T0005779287,2.0
T0005856049,3.0
T0005869920,3.0
T0005847913,2.0
T0005780934,3.0
T0005804355,3.0
T0005857435,2.0
T0005881572,2.0
T0005897138,3.0
T0005801153,2.0
T0005795746,2.0
T0005902688,2.0
T0005725780,1.0
T0005766275,3.0
T0005814684,2.0
T0005855466,2.0
T0005870781,3.0
T0005760388,2.0
T0005708347,3.0
T0005698558,2.0
T0005897639,2.0
T0005831577,1.0
T0005810565,3.0
T0005887813,3.0
T0005810066,3.0
T0005829535,2.0
T0005870696,3.0
T0005894006,1.0
T0005758406,3.0
T0005707782,3.0
T0005701813,2.0
T0005777235,2.0
T0005727955,3.0
T0005851681,3.0
T0005710521,2.0
T0005836285,1.0
T0005874656,2.0
T0005799664,1.0
T0005896340,3.0
T0005780376,3.0
T0005814048,2.0
T0005831001,2.0
T0005761158,2.0
T0005742361,3.0
T0005751777,2.0
T0005765254,2.0
T0005857246,3.0
T0005882199,1.0
T0005777210,1.0
T0005760605,2.0
T0005703244,1.0
T0005695054,3.0
T0005733688,3.0
T0005780536,2.0
T0005866442,3.0
T0005878995,2.0
T0005853045,3.0
T0005719071,3.0
T0005786476,3.0
T0005827582,3.0
T0005746109,3.0
T0005728585,3.0
T0005751253,3.0
T0005762266,3.0
T0005815780,1.0
T0005863759,2.0
T0005814566,2.0
T0005814404,2.0
T0005756062,2.0
T0005796713,3.0
T0005779421,1.0
T0005818879,2.0
T0005828133,2.0
T0005706524,3.0
T0005838979,2.0
T0005788996,3.0
T0005806068,3.0
T0005841543,1.0
T0005764513,1.0
T0005906400,3.0
T0005813571,3.0
T0005736547,3.0
T0005869720,2.0
T0005853871,2.0
T0005804051,3.0
T0005715868,3.0
T0005810046,2.0
T0005799323,1.0
T0005826908,2.0
T0005738597,3.0
T0005713560,2.0
T0005877449,3.0
T0005785762,2.0
T0005826296,3.0
T0005857843,2.0
T0005784796,2.0
T0005715149,2.0
T0005822748,1.0
T0005865525,3.0
T0005813131,2.0
T0005728381,1.0
T0005905567,3.0
T0005816990,2.0
T0005802382,3.0
T0005843468,2.0
T0005712349,2.0
T0005725543,1.0
T0005719021,2.0
T0005859163,2.0
T0005791153,2.0
T0005794629,1.0
T0005750035,3.0
T0005788931,1.0
T0005703601,3.0
T0005852674,2.0
T0005696445,3.0
